"talk.edits","words.added","editors","talk.density","talk.diameter","talk.clustering.coef","talk.kcore.gt.2","days.from.start.to.end","days.from.half.to.end","founding.date"
886,400775,64,0.195510204081633,4,0.47948879772799,0.92,11,4,"2009-09-16 02:44:02"
106,551958,109,0.100790513833992,3,0.224719101123595,0.434782608695652,267,149,"2006-03-14 11:19:30"
11,43575,99,0.15,2,0,0,2,0,"2009-04-29 22:51:03"
28,159928,165,0.131868131868132,5,0.724137931034483,0.428571428571429,95,63,"2008-10-16 19:18:13"
7,140632,56,0.2,2,0,0,654,7,"2006-09-23 18:34:12"
44,89353,236,0.0921052631578947,2,0.818181818181818,0.35,802,105,"2004-11-11 23:33:14"
1,98281,13,NA,0,NA,NA,591,4,"2008-01-01 00:00:00"
130,128640,50,0.10968660968661,3,0.445606694560669,0.481481481481482,387,80,"2008-07-10 07:03:16"
78,94682,135,0.114285714285714,2,0.474418604651163,0.619047619047619,82,49,"2009-01-28 19:13:27"
9,224421,20,0.5,2,0.6,0,491,24,"2004-11-11 23:33:14"
935,75787,669,0.0197848338847933,6,0.274200838195415,0.739130434782609,701,127,"2007-01-02 01:29:16"
32,130058,54,0.185714285714286,3,0.475409836065574,0.6,229,77,"2008-03-31 05:37:07"
1,1038198,204,0.5,1,NA,0,1496,55,"2005-07-25 16:28:43"
22,178626,208,0.277777777777778,3,0.608695652173913,0.6,233,13,"2008-02-27 15:37:48"
13,199021,269,0.0818181818181818,2,0.375,0,61,17,"2009-09-24 16:09:04"
10,94887,113,0.178571428571429,3,0.666666666666667,0.375,144,53,"2009-05-28 01:51:28"
64,409025,108,0.112068965517241,5,0.512987012987013,0.620689655172414,321,106,"2008-09-05 16:51:09"
7,155426,48,0.107142857142857,2,0,0,504,43,"2008-01-07 02:44:25"
7,145486,31,0.3,2,1,0.6,85,49,"2008-12-26 16:18:17"
120,484261,69,0.192307692307692,3,0.338709677419355,0.714285714285714,555,483,"2006-04-04 12:17:57"
9,333508,37,0.666666666666667,2,1,1,176,139,"2009-05-17 19:50:05"
58,309780,72,0.203296703296703,3,0.379518072289157,0.785714285714286,148,40,"2007-06-12 14:33:53"
38,110717,62,0.169934640522876,3,0.526315789473684,0.555555555555556,368,24,"2007-11-02 12:00:04"
49,128809,130,0.0723076923076923,5,0.287081339712919,0.307692307692308,379,97,"2007-05-10 20:04:33"
109,136353,55,0.211538461538462,2,0.529411764705882,0.923076923076923,604,5,"2007-08-27 23:01:51"
9,48643,215,0.2,1,1,0,2,0,"2006-03-20 08:07:47"
0,113840,254,NA,0,NA,NA,1346,318,"2004-03-29 17:36:09"
13,39490,180,0.238095238095238,2,0.8,0.571428571428571,861,113,"2004-11-11 23:33:14"
144,182126,189,0.100301659125189,5,0.457894736842105,0.846153846153846,224,73,"2005-01-12 00:30:38"
153,90151,50,0.205882352941176,3,0.495867768595041,0.588235294117647,65,3,"2006-02-13 23:37:05"
21,270756,128,0.179487179487179,3,0.640449438202247,0.692307692307692,607,355,"2004-11-11 23:33:14"
10,75797,98,0.0892857142857143,1,NA,0,283,199,"2006-09-05 12:49:54"
5,126799,6,0.5,2,0.6,0.75,47,1,"2009-06-13 15:35:29"
3,60674,7,0.333333333333333,1,0.6,0,19,8,"2009-01-10 07:09:21"
517,333369,38,0.201058201058201,3,0.407821229050279,0.821428571428571,205,24,"2009-01-15 01:43:01"
37,316411,136,0.0984848484848485,3,0,0,49,42,"2009-03-23 07:13:28"
0,26893,41,NA,0,NA,NA,6,0,"2007-05-24 10:30:09"
31,81111,161,0.0994152046783626,3,0.642857142857143,0.368421052631579,742,130,"2006-05-24 07:46:32"
39,274641,121,0.130718954248366,4,0.569343065693431,0.666666666666667,867,0,"2007-03-09 06:48:22"
37,45535,53,0.223809523809524,3,0.631578947368421,0.733333333333333,526,227,"2007-08-25 08:33:01"
12,474845,99,0.166666666666667,2,0.75,0,1576,1451,"2005-04-09 09:58:57"
5,19674,2,NA,0,NA,NA,3,1,"2006-03-10 22:00:43"
0,44722,346,NA,0,NA,NA,551,252,"2004-01-04 22:43:06"
44,165349,35,0.062807881773399,2,0.156818181818182,0.379310344827586,1,0,"2007-10-27 21:06:02"
107,114456,127,0.121538461538462,6,0.422872340425532,0.615384615384615,376,72,"2008-03-23 23:02:07"
227,267199,26,1,1,NA,0,1281,19,"2005-08-11 09:13:11"
49,206449,71,0.125,4,0.551020408163265,0.352941176470588,829,597,"2007-05-11 23:17:33"
2,315325,23,0.5,1,1,0,123,3,"2008-01-13 12:08:26"
3620,69790,25,0.283870967741935,3,0.594148537134284,0.903225806451613,0,0,"2009-06-30 17:30:28"
828,284852,154,0.0862068965517241,5,0.413512634204533,0.839080459770115,429,25,"2007-11-28 01:53:47"
23,224806,85,0.127272727272727,2,0.625,0.363636363636364,217,185,"2007-09-12 17:07:54"
21,83291,52,0.244444444444444,3,0.661764705882353,0.8,2,0,"2005-02-07 06:40:52"
124,58767,65,0.218421052631579,3,0.609929078014184,0.7,17,5,"2005-05-10 00:16:28"
10,314706,128,0.25,1,NA,0,619,230,"2006-08-08 17:12:02"
116,452015,118,0.0978494623655914,6,0.512727272727273,0.612903225806452,392,110,"2006-11-30 20:02:27"
374,72301,33,0.196078431372549,3,0.544897959183673,0.794117647058823,198,4,"2006-10-07 20:27:03"
1,65209,29,NA,0,NA,NA,15,3,"2006-07-14 23:39:17"
33,43226,38,0.281818181818182,2,0.588235294117647,0.727272727272727,41,9,"2009-09-05 19:48:10"
13,87577,15,0.266666666666667,2,0.6,0.5,175,174,"2006-07-05 13:49:21"
291,230944,18,0.133333333333333,1,NA,0,1386,0,"2005-08-11 09:13:11"
15,44830,29,0.214285714285714,2,0.391304347826087,0.375,55,30,"2007-05-06 21:50:24"
17,801617,195,0.111111111111111,2,0.0789473684210526,0,752,145,"2004-11-11 23:33:14"
1,38369,3,0.5,1,NA,0,8,3,"2009-12-25 00:33:17"
21,156560,59,0.127272727272727,3,0.576923076923077,0.363636363636364,978,158,"2005-11-27 01:43:45"
43,60313,50,0.10952380952381,2,0.189473684210526,0.333333333333333,227,4,"2006-06-18 14:22:41"
3,47995,79,0.166666666666667,1,NA,0,1,1,"2009-05-20 17:08:27"
32,157253,210,0.15359477124183,3,0.68,0.5,471,276,"2007-12-02 08:00:04"
19,24918,88,0.118181818181818,2,0.6,0.363636363636364,14,8,"2006-10-26 13:00:29"
51,156557,34,0.265151515151515,3,0.542857142857143,0.75,40,28,"2008-08-10 02:37:14"
9,52023,34,0.45,2,0.8,0.8,60,38,"2007-05-04 13:03:05"
1,215832,47,0.5,1,NA,0,459,3,"2006-09-17 12:00:27"
17,71386,91,0.108974358974359,2,1,0.307692307692308,604,7,"2007-08-09 22:31:49"
48,584626,18,0.5,1,NA,0,1663,199,"2004-03-26 15:20:11"
62,40612,120,0.0633333333333333,3,0.0846774193548387,0.24,65,63,"2006-12-01 12:17:37"
48,88480,129,0.1125,5,0.5,0.5625,567,328,"2007-08-05 06:35:36"
41,79284,68,0.120833333333333,4,0.6,0.375,502,278,"2008-06-21 23:26:09"
44,148254,63,0.163636363636364,3,0.483870967741935,0.363636363636364,249,153,"2008-09-07 15:48:12"
40,943752,60,0.119047619047619,3,0.421052631578947,0.333333333333333,553,201,"2004-11-11 23:33:14"
18,18663,647,0.75,2,1,1,868,188,"2004-03-04 01:06:27"
103,197883,90,0.154761904761905,3,0.501639344262295,0.761904761904762,328,50,"2004-11-11 23:33:14"
36,107572,12,0.166666666666667,3,0.1,0.333333333333333,48,9,"2006-11-28 20:07:37"
48,194634,79,0.209090909090909,3,0.519230769230769,0.727272727272727,1234,54,"2004-11-11 23:33:14"
29,223524,83,0.28030303030303,3,0.638297872340426,1,536,134,"2005-03-11 05:23:32"
10,170425,63,0.232142857142857,2,0.833333333333333,0.5,521,133,"2007-12-06 06:35:03"
56,116894,84,0.227272727272727,3,0.519230769230769,0.636363636363636,55,47,"2007-10-08 14:52:56"
13,88920,112,0.1,1,0.6,0.363636363636364,194,55,"2006-07-19 20:51:43"
51,105253,167,0.107843137254902,3,0.272727272727273,0.333333333333333,533,10,"2007-08-09 22:31:49"
107,158514,45,0.0701058201058201,3,0.163461538461538,0.357142857142857,249,38,"2008-10-21 22:33:20"
27,136498,44,0.303571428571428,3,0.666666666666667,0.625,50,35,"2007-04-30 20:07:23"
149,66598,18,0.175438596491228,3,0.334532374100719,0.631578947368421,12,5,"2009-08-02 11:08:08"
98,117024,151,0.362637362637363,3,0.691558441558442,0.785714285714286,970,13,"2004-05-25 19:56:24"
9,51591,138,0.25,1,1,0,547,205,"2007-08-07 07:51:39"
5,38679,4,0.833333333333333,2,1,1,99,39,"2007-11-12 08:55:05"
0,558278,20,NA,0,NA,NA,570,137,"2004-10-22 10:00:41"
134,89411,29,0.0966666666666667,2,0.178470254957507,0.48,172,111,"2007-09-02 20:07:50"
66,42577,108,0.0954415954415954,4,0.41002277904328,0.37037037037037,152,18,"2008-03-13 19:54:05"
177,56152,110,0.174193548387097,5,0.508991399530883,0.935483870967742,560,110,"2008-03-13 20:58:09"
86,46678,15,0.175824175824176,2,0.368852459016394,0.5,41,28,"2007-05-12 11:44:45"
7,165265,92,0.233333333333333,1,1,0.666666666666667,0,0,"2009-12-01 02:10:39"
134,197774,107,0.205128205128205,3,0.513931888544892,0.777777777777778,2,1,"2009-04-26 16:35:10"
64,68232,84,0.166666666666667,4,0.419117647058823,0.6875,524,50,"2007-01-28 02:31:32"
84,154577,148,0.0763546798029557,7,0.346153846153846,0.482758620689655,588,90,"2007-04-27 23:44:51"
215,68712,31,0.168831168831169,3,0.415492957746479,0.5,43,1,"2009-06-24 23:06:06"
36,373930,165,0.0955882352941176,2,0.387096774193548,0.294117647058824,1565,1031,"2004-11-11 23:33:14"
51,134031,16,0.5,2,0.730769230769231,1,26,7,"2007-12-24 21:55:06"
51,99605,16,0.142857142857143,2,0.425531914893617,0.4,224,2,"2007-12-18 03:20:07"
81,135911,58,0.155,4,0.533333333333333,0.92,533,50,"2004-11-11 23:33:14"
6,208306,82,0.25,2,0,0,13,6,"2007-06-13 12:18:04"
38,152043,188,0.100790513833992,2,0.8671875,0.652173913043478,833,184,"2006-09-26 22:08:53"
77,42179,27,0.224358974358974,3,0.623762376237624,0.615384615384615,122,0,"2009-08-31 19:19:20"
7,164067,83,0.25,2,0.375,0,690,155,"2007-03-09 06:48:22"
5,99230,9,0.166666666666667,1,NA,0,57,28,"2009-03-16 20:48:08"
3,222794,105,NA,0,NA,NA,832,230,"2004-04-04 03:13:23"
102,13156,179,0.0354239256678281,3,0.0666666666666667,0.166666666666667,47,34,"2009-02-04 07:56:15"
124,234625,53,0.154150197628458,4,0.395522388059702,0.695652173913043,53,6,"2009-08-03 07:49:11"
3,274526,6,0.833333333333333,2,1,1,51,4,"2009-07-21 18:52:49"
2,1163900,511,0.5,1,NA,0,1045,170,"2005-05-20 05:08:53"
0,64300,231,NA,0,NA,NA,779,186,"2004-01-12 19:35:11"
69,86067,268,0.0289795918367347,4,0.762430939226519,0.46,234,49,"2006-02-17 08:04:57"
8,151566,40,0.533333333333333,2,1,1,15,8,"2009-04-10 17:33:12"
48,463200,151,0.0779220779220779,4,0.474683544303797,0.363636363636364,196,37,"2004-05-07 21:11:09"
0,228162,3,NA,0,NA,NA,8,3,"2006-05-15 23:54:31"
5,38199,4,0.333333333333333,2,0,0,5,1,"2008-10-26 21:11:15"
8,95427,153,0.1,1,NA,0,1019,248,"2004-11-11 23:33:14"
1,433116,378,NA,0,NA,NA,1010,88,"2005-05-26 00:44:04"
186,157394,48,0.0346907993966818,3,0.0727380248373743,0,713,682,"2006-10-08 13:13:38"
55,530933,37,0.266666666666667,4,0.728434504792332,0.6875,14,4,"2007-06-30 19:43:11"
0,41089,137,NA,0,NA,NA,403,228,"2004-01-01 20:51:19"
5,162300,25,0.2,1,1,0,80,7,"2009-09-01 20:52:03"
35,207171,51,0.254545454545455,3,0.685714285714286,0.545454545454545,718,47,"2007-06-23 17:48:53"
370,81786,17,0.0953846153846154,3,0.22962962962963,0.384615384615385,181,8,"2006-09-10 08:58:11"
19,264393,72,0.177777777777778,2,0.75,0.5,15,3,"2008-09-17 00:01:30"
103,90216,75,0.0419630156472262,3,0.09375,0.236842105263158,269,256,"2007-10-25 01:50:14"
30,104640,18,0.208333333333333,3,0.409090909090909,0.555555555555556,108,64,"2009-02-17 19:26:12"
15,370159,117,0.1,2,0.666666666666667,0,453,120,"2008-03-13 19:50:54"
9,354628,98,0.1,1,NA,0,872,150,"2006-03-15 03:35:40"
15,125830,214,0.0576923076923077,1,0.5,0,97,72,"2008-03-19 16:55:06"
109,210124,74,0.0263696876600102,5,0.142691415313225,0.222222222222222,437,103,"2007-10-11 23:29:31"
87,120299,52,0.236363636363636,3,0.5,0.727272727272727,63,16,"2009-02-02 14:43:22"
10,158484,7,0.523809523809524,3,0.947368421052632,1,10,3,"2009-05-23 14:25:25"
40,54197,15,0.321428571428571,2,0.882352941176471,0.625,455,15,"2007-11-29 14:55:24"
96,267110,25,0.220833333333333,3,0.45,0.6875,0,0,"2006-08-27 09:42:01"
54,135978,42,0.192307692307692,3,0.459459459459459,0.538461538461538,381,9,"2004-11-11 23:33:14"
3,450089,3,0.5,1,NA,0,49,5,"2009-09-24 18:40:18"
10,89196,6,0.4,2,0.375,0.6,6,0,"2009-02-17 19:13:12"
22,112729,169,0.0777777777777778,1,0.75,0,815,302,"2004-11-11 23:33:14"
17,282427,20,0.263888888888889,3,0.685714285714286,0.777777777777778,108,16,"2009-02-15 14:35:16"
7,381418,85,0.2,2,0,0,214,166,"2007-09-02 19:12:22"
2,573317,47,0.166666666666667,1,NA,0,214,136,"2008-08-13 16:47:22"
38,58122,19,0.5,3,0.652173913043478,0.833333333333333,79,4,"2009-04-20 00:58:19"
6,101055,20,0.1,1,NA,0,238,7,"2008-10-30 21:09:09"
38,173463,32,0.357142857142857,3,0.413793103448276,0.714285714285714,46,21,"2009-05-06 18:29:18"
12,116253,65,0.142857142857143,2,0.25,0,521,124,"2007-04-19 22:20:34"
48,527732,19,0.0492307692307692,2,0.056390977443609,0.153846153846154,238,11,"2008-06-27 21:01:11"
3,102670,7,0.5,1,NA,0,32,10,"2009-09-16 21:41:26"
8,171299,30,0.0952380952380952,1,0,0,497,2,"2007-12-09 23:25:03"
65,229123,46,0.17032967032967,3,0.35,0.428571428571429,166,147,"2005-05-27 10:15:42"
5,30000,14,0.5,2,0,0,242,15,"2008-06-10 02:13:08"
9,52730,16,0.285714285714286,2,0.727272727272727,1,136,4,"2009-01-31 03:12:36"
243,117834,70,0.126008064516129,4,0.490439770554493,0.65625,31,12,"2008-02-28 22:49:05"
19,378823,205,0.142857142857143,2,0.25,0,460,107,"2004-11-11 23:33:14"
94,76649,83,0.0525846702317291,3,0.12962962962963,0.235294117647059,275,5,"2004-11-11 23:33:14"
39,403660,22,0.244444444444444,3,0.521739130434783,0.6,26,1,"2007-06-21 01:09:11"
68,95549,89,0.116959064327485,3,0.274285714285714,0.578947368421053,721,11,"2007-01-07 02:59:36"
4,1037176,9,0.5,1,NA,0,66,15,"2006-05-26 21:43:27"
23,40501,80,0.291208791208791,4,0.670454545454545,0.928571428571429,573,67,"2004-11-11 23:33:14"
116,296898,150,0.109879032258065,5,0.408544726301736,0.65625,445,110,"2004-11-11 23:33:14"
28,88249,225,0.375,2,0.818181818181818,0.75,1063,99,"2004-12-18 19:32:00"
69,160382,197,0.0770750988142292,4,0.290322580645161,0.260869565217391,25,10,"2006-02-02 19:53:25"
32,127814,49,0.255555555555556,4,0.5625,0.6,264,31,"2008-12-09 10:47:11"
47,208283,100,0.152380952380952,2,0.590163934426229,0.533333333333333,1666,711,"2004-11-11 23:33:14"
22,198519,164,0.214285714285714,3,0.652173913043478,0.625,264,20,"2007-09-17 06:00:56"
11,132051,48,0.2,3,0,0,200,150,"2007-08-31 21:36:45"
130,66979,86,0.183982683982684,3,0.457317073170732,0.772727272727273,2,0,"2006-02-27 22:48:29"
16,358610,37,0.10989010989011,3,0.333333333333333,0.285714285714286,453,239,"2008-03-15 23:43:05"
143,105118,265,0.0243531202435312,6,0.111570247933884,0.356164383561644,646,343,"2004-11-11 23:33:14"
125,122227,150,0.0614035087719298,3,0.269662921348315,0.512820512820513,383,120,"2008-03-13 19:50:54"
55,69523,12,0.464285714285714,2,0.66,0.75,21,16,"2007-08-29 18:31:09"
11,94776,154,0.111111111111111,2,0.818181818181818,0,1351,362,"2006-02-24 07:44:13"
94,187940,31,0.238095238095238,4,0.567226890756303,0.8,215,3,"2006-11-17 11:57:09"
3,126653,10,NA,0,NA,NA,522,3,"2004-11-11 23:33:14"
16,231171,110,0.0984848484848485,2,0.818181818181818,0.25,296,289,"2008-05-22 21:18:51"
8,383608,58,0.166666666666667,1,0.75,0,252,182,"2008-05-06 02:01:39"
48,54078,15,0.186813186813187,3,0.385714285714286,0.571428571428571,13,1,"2008-02-10 23:05:31"
324,105607,50,0.154761904761905,3,0.466622162883845,0.666666666666667,5,3,"2007-02-16 22:21:58"
52,304227,112,0.134387351778656,4,0.564356435643564,0.695652173913043,365,290,"2008-05-13 23:54:11"
77,378556,53,0.154761904761905,4,0.526027397260274,0.619047619047619,203,118,"2004-12-31 02:19:40"
480,141479,20,0.171428571428571,3,0.308823529411765,0.533333333333333,90,58,"2007-10-02 14:31:54"
56,65362,19,0.455555555555555,3,0.672413793103448,0.9,311,9,"2007-01-10 05:32:33"
117,124884,41,0.160818713450292,3,0.531645569620253,0.631578947368421,302,108,"2008-03-13 19:50:54"
6,142142,17,0.5,2,0.8,0.8,13,9,"2009-07-30 04:47:08"
9,37451,48,0.416666666666667,2,0.6,0,2,0,"2009-07-01 17:52:05"
93,130709,78,0.0487804878048781,3,0.204633204633205,0.333333333333333,882,145,"2006-06-19 22:33:28"
63,134527,159,0.131578947368421,4,0.341584158415842,0.736842105263158,653,19,"2007-08-27 23:01:51"
27,390688,39,0.339285714285714,3,0.72,0.875,313,264,"2007-01-21 17:07:35"
45,142904,58,0.169934640522876,2,0.605150214592275,0.611111111111111,275,144,"2006-11-18 08:33:16"
12,79877,36,0.160714285714286,2,0.545454545454545,0,13,10,"2008-04-25 19:46:06"
120,239097,28,0.101307189542484,2,0.352941176470588,0.333333333333333,484,29,"2008-03-13 20:58:09"
200,103585,17,0.444444444444444,3,0.688073394495413,0.8,125,2,"2007-10-26 23:10:50"
87,85312,25,0.138095238095238,2,0.306122448979592,0.466666666666667,88,15,"2007-11-01 22:25:26"
16,129173,62,0.2,2,0.6,0,188,48,"2009-05-29 17:06:17"
36,202105,183,0.104395604395604,3,0.652173913043478,0.285714285714286,1520,547,"2005-06-24 20:00:33"
0,101180,9,NA,0,NA,NA,576,71,"2006-01-09 15:56:28"
51,62339,34,0.377777777777778,2,0.657894736842105,0.8,97,75,"2009-04-12 11:11:31"
12,184029,107,0.333333333333333,2,0,0,123,66,"2007-02-13 14:44:01"
0,350618,149,NA,0,NA,NA,174,46,"2004-12-18 03:54:35"
6,46662,14,0.119047619047619,1,1,0,625,15,"2007-10-05 00:21:47"
0,122727,5,NA,0,NA,NA,7,3,"2007-03-09 00:58:52"
11,149565,53,0.25,3,0,0,224,71,"2007-05-13 08:54:09"
10,100235,92,0.2,3,0.375,0,421,114,"2007-05-06 16:00:11"
55,225488,106,0.142857142857143,3,0.424242424242424,0.4,963,43,"2004-11-11 23:33:14"
104,195631,58,0.187134502923977,3,0.42,0.684210526315789,496,38,"2007-01-25 21:16:02"
44,118271,29,0.466666666666667,2,0.473684210526316,0.666666666666667,36,10,"2006-11-03 11:47:07"
11,109419,28,0.166666666666667,2,0.818181818181818,0.444444444444444,582,19,"2008-03-13 19:50:54"
95,191169,368,0.0338445267054468,3,0.325905292479109,0.451612903225806,904,410,"2004-11-11 23:33:14"
74,57371,23,0.0783333333333333,4,0.191919191919192,0.4,92,20,"2008-12-05 00:15:19"
54,143143,150,0.024390243902439,7,0.0333333333333333,0,399,86,"2008-02-22 20:30:06"
104,291969,290,0.181818181818182,3,0.352941176470588,0.416666666666667,999,7,"2004-08-11 14:17:31"
465,435563,113,0.0812020460358056,4,0.406491148433954,0.63768115942029,75,32,"2009-01-04 13:34:25"
83,106060,51,0.0916666666666667,4,0.388888888888889,0.4,594,125,"2007-08-09 22:31:49"
35,121636,15,0.4,3,0.428571428571429,0.6,293,2,"2007-08-07 02:04:59"
37,73637,163,0.115384615384615,3,0.538461538461538,0.285714285714286,592,71,"2007-08-09 22:31:49"
238,184418,149,0.0421422300263389,4,0.216520650813517,0.397058823529412,516,102,"2007-08-09 22:31:49"
72,243391,128,0.0994152046783626,3,0.339285714285714,0.315789473684211,725,292,"2004-11-11 23:33:14"
6,3562801,40,0.2,1,1,0,28,7,"2008-12-02 03:05:16"
53,276869,37,0.121052631578947,3,0.371134020618557,0.4,227,102,"2008-03-13 19:54:05"
51,186702,140,0.0988142292490119,4,0.515625,0.391304347826087,1689,320,"2004-11-11 23:33:14"
24,199348,56,0.181818181818182,4,0.646153846153846,0.666666666666667,105,11,"2008-05-12 22:21:06"
1,915017,274,0.5,1,NA,0,1155,53,"2005-07-28 15:16:05"
142,518982,77,0.0536231884057971,4,0.226915520628684,0.326086956521739,812,15,"2006-03-09 19:49:07"
80,228444,67,0.0497866287339971,3,0.192434210526316,0.289473684210526,777,22,"2006-11-14 00:37:14"
43,53498,141,0.0529556650246305,3,0.404494382022472,0.206896551724138,489,181,"2008-03-05 17:00:09"
42,179633,92,0.198717948717949,3,0.351063829787234,0.538461538461538,627,2,"2004-11-11 23:33:14"
41,51054,196,0.1125,3,0.36,0.4375,6,4,"2006-05-29 18:54:08"
79,146993,160,0.0969230769230769,4,0.351219512195122,0.423076923076923,241,116,"2004-12-18 07:22:49"
8,66434,21,0.2,1,0,0,433,0,"2004-11-11 23:33:14"
77,93060,132,0.109230769230769,5,0.432515337423313,0.615384615384615,182,13,"2007-05-11 19:49:48"
21,880918,80,0.128205128205128,5,0.538461538461538,0.307692307692308,1078,66,"2004-11-11 23:33:14"
23,442302,32,0.208333333333333,3,0.636363636363636,0.555555555555556,455,17,"2004-11-11 23:33:14"
73,100967,72,0.190058479532164,4,0.697368421052632,0.578947368421053,149,7,"2008-03-13 19:50:54"
184,183722,93,0.0678191489361702,3,0.292792792792793,0.395833333333333,365,34,"2006-02-09 21:36:33"
35,128376,130,0.0627705627705628,3,0.18,0.318181818181818,1033,138,"2006-02-14 13:33:12"
34,141538,78,0.181318681318681,3,0.669902912621359,0.642857142857143,485,137,"2008-03-13 19:50:54"
29,88700,159,0.0649350649350649,2,0.842105263157895,0.409090909090909,330,96,"2008-04-07 20:25:07"
100,299893,62,0.156989247311828,3,0.5,0.67741935483871,457,6,"2006-01-17 18:55:15"
218,198387,48,0.185960591133005,4,0.573264781491003,0.724137931034483,53,13,"2007-01-12 01:52:44"
428,402828,48,0.189655172413793,4,0.573089700996678,0.633333333333333,663,19,"2007-08-27 23:01:51"
29,143323,212,0.1,4,0.620689655172414,0.333333333333333,326,83,"2007-07-30 21:30:33"
3,109063,114,0.5,1,1,0,523,86,"2004-11-11 23:33:14"
26,158074,69,0.2,2,0.611111111111111,0.454545454545454,61,41,"2007-04-29 19:41:46"
93,132905,86,0.0249417249417249,5,0.159353348729792,0.227272727272727,36,11,"2008-01-04 17:30:46"
19,164776,101,0.209090909090909,2,0.5625,0.727272727272727,160,30,"2008-01-31 20:02:27"
99,149814,34,0.158333333333333,3,0.514820592823713,0.56,40,14,"2008-02-19 01:12:33"
113,93568,41,0.0571428571428571,3,0.113924050632911,0.371428571428571,136,70,"2007-07-06 05:30:03"
125,118098,43,0.222222222222222,3,0.576923076923077,0.611111111111111,26,4,"2005-07-05 10:58:00"
124,122042,66,0.116129032258065,4,0.506493506493506,0.548387096774194,511,11,"2008-01-29 00:45:14"
10,125642,10,0.833333333333333,2,1,1,44,2,"2009-08-15 20:41:02"
25,220784,69,0.1,2,0.375,0,52,9,"2009-06-03 18:30:59"
57,82521,31,0.429166666666667,3,0.803486529318542,0.875,79,4,"2009-09-11 14:43:03"
75,67815,60,0.0347560975609756,4,0.0805369127516778,0.24390243902439,544,3,"2006-03-31 13:06:33"
6,86003,2,0.5,1,NA,0,4,3,"2009-12-03 02:05:02"
117,243221,2,0.5,1,NA,0,3,1,"2009-09-26 15:04:02"
5,21584,6,0.5,2,0,0,1148,36,"2006-08-29 22:55:15"
11,895854,10,0.333333333333333,2,0,0,13,6,"2009-07-17 02:37:04"
18,66013,66,0.5,3,0.882352941176471,0.833333333333333,56,47,"2006-10-03 18:41:05"
35,98855,29,0.194852941176471,3,0.590733590733591,0.647058823529412,15,3,"2009-05-23 16:56:58"
24,160704,21,0.35,3,0.5,0.6,31,4,"2006-11-02 12:55:56"
84,189924,147,0.0282828282828283,4,0.131578947368421,0.288888888888889,597,152,"2007-04-25 12:09:16"
46,132811,15,0.633333333333333,2,0.769230769230769,1,37,24,"2009-07-30 16:40:13"
43,121472,180,0.0350378787878788,2,0.0696055684454756,0.151515151515152,147,68,"2007-03-02 18:48:00"
1,146172,47,0.5,1,NA,0,412,309,"2008-08-09 05:15:30"
13,42425,32,0.152777777777778,2,1,0.444444444444444,201,4,"2008-03-31 18:03:05"
6,288850,73,0.119047619047619,1,1,0,260,52,"2008-07-06 14:21:12"
46,211949,32,0.209090909090909,3,0.46875,0.454545454545454,36,13,"2008-12-12 02:47:00"
342,86532,31,0.294117647058824,3,0.603053435114504,0.764705882352941,40,8,"2008-07-29 08:44:21"
24,454656,166,0.106060606060606,3,0.461538461538462,0.333333333333333,49,34,"2007-11-02 12:40:07"
16,181537,37,0.178571428571429,3,0.5,0,1626,40,"2004-11-11 23:33:14"
20,235526,144,0.2,4,0.818181818181818,0.8,37,10,"2009-10-21 02:50:11"
169,177119,109,0.0194015895278167,5,0.086232980332829,0.193548387096774,334,47,"2006-05-26 22:37:09"
2,124978,16,0.5,1,NA,0,662,32,"2007-08-27 23:01:51"
127,122023,64,0.0634615384615385,4,0.299157303370786,0.325,182,73,"2008-02-10 21:50:42"
25,160886,79,0.121212121212121,3,0.441176470588235,0.333333333333333,136,49,"2009-01-02 06:16:12"
10,165311,32,0.266666666666667,3,0.3,0,158,45,"2007-11-26 14:24:58"
2,139448,16,0.5,1,1,0,346,8,"2008-03-13 20:58:09"
18,484559,44,0.4,2,0.631578947368421,0.666666666666667,1041,184,"2004-11-11 23:33:14"
6,233516,57,0.2,1,1,0,1203,91,"2006-04-30 19:53:40"
15,478810,40,0.19047619047619,3,0,0,45,15,"2006-07-06 13:17:38"
1,204941,3,0.5,1,NA,0,66,2,"2008-06-10 23:33:06"
50,357902,63,0.173202614379085,2,0.44015444015444,0.777777777777778,472,42,"2004-11-11 23:33:14"
76,80635,159,0.0840840840840841,4,0.463700234192037,0.567567567567568,1215,201,"2004-11-11 23:33:14"
69,76386,183,0.101449275362319,5,0.5,0.583333333333333,1162,235,"2006-02-11 15:31:35"
2,19292,117,NA,0,NA,NA,138,34,"2006-07-05 10:07:02"
12,450604,214,0.0727272727272727,2,0.5,0,1014,136,"2006-03-06 03:18:00"
13,166676,31,0.196428571428571,2,0.833333333333333,0.5,275,10,"2008-03-13 19:50:54"
0,55303,35,NA,0,NA,NA,677,32,"2006-01-09 15:56:28"
3,72377,20,0.5,1,NA,0,748,133,"2007-08-27 23:01:51"
37,105199,29,0.0889328063241107,3,0.428571428571429,0.304347826086956,170,54,"2008-05-09 03:12:13"
40,299108,153,0.125,3,0.572519083969466,0.529411764705882,785,240,"2004-11-11 23:33:14"
47,83870,23,0.333333333333333,3,0.703703703703704,0.777777777777778,962,12,"2004-11-11 23:33:14"
40,604512,99,0.236363636363636,1,1,1,470,43,"2004-11-11 23:33:14"
