"talk.edits","words.added","editors","talk.density","talk.diameter","talk.clustering.coef","talk.kcore.gt.2","days.from.start.to.end","days.from.half.to.end","founding.date"
67,229605,143,0.0817460317460317,5,0.544982698961938,0.638888888888889,226,197,"2008-02-01 23:21:20"
11,496806,90,0.107142857142857,2,0.75,0,44,10,"2007-12-20 20:15:03"
16,187061,14,0.214285714285714,3,0.529411764705882,0.5,239,5,"2007-11-04 07:00:07"
128,284788,152,0.029643073200242,2,0.0827586206896552,0.206896551724138,598,31,"2007-08-09 22:31:49"
13,52454,203,0.0818181818181818,1,0.857142857142857,0,378,312,"2007-10-29 14:52:31"
120,54132,53,0.180952380952381,3,0.471744471744472,0.666666666666667,4,3,"2007-04-13 02:00:21"
30,168586,15,0.5,2,0.6,0,371,16,"2004-11-11 23:33:14"
24,145769,154,0.0879120879120879,2,0.25531914893617,0,375,51,"2007-06-06 21:21:34"
101,43928,26,0.108374384236453,4,0.29940119760479,0.551724137931034,2,0,"2007-08-10 18:23:47"
118,224900,27,0.271428571428571,3,0.571428571428571,0.8,7,4,"2007-04-25 17:59:03"
7,32573,40,0.35,2,1,0.6,96,18,"2006-05-13 15:42:08"
16,99004,107,0.113636363636364,3,0.666666666666667,0.333333333333333,467,218,"2007-11-09 22:55:04"
32,137077,34,0.128787878787879,3,0.115384615384615,0.333333333333333,292,177,"2005-05-22 00:49:07"
29,204588,28,0.16025641025641,3,0.612244897959184,0.538461538461538,83,46,"2008-09-12 13:10:42"
1,8263,261,0.5,1,NA,0,460,104,"2008-03-06 15:51:07"
52,118532,206,0.143382352941176,4,0.447761194029851,0.764705882352941,463,12,"2007-08-09 22:31:49"
110,177445,99,0.0507246376811594,4,0.191190253045923,0.304347826086956,248,32,"2008-03-11 17:53:05"
10,43417,71,0.1,1,0.545454545454545,0,282,103,"2008-03-17 21:11:05"
36,95754,133,0.0494071146245059,3,0.12,0.130434782608696,254,24,"2008-03-11 22:48:05"
80,33138,23,0.214285714285714,3,0.469387755102041,0.714285714285714,25,5,"2007-10-26 16:36:03"
27,139367,91,0.245454545454545,4,0.533333333333333,0.727272727272727,473,300,"2006-07-24 07:58:13"
43,365926,78,0.291666666666667,4,0.461538461538462,0.555555555555556,13,5,"2005-02-27 23:31:25"
43,137416,129,0.111111111111111,3,0.288,0.444444444444444,298,31,"2007-07-31 11:49:11"
11,137574,33,0.416666666666667,2,0.6,0,204,0,"2007-09-22 16:54:36"
5,34552,33,0.166666666666667,1,NA,0,129,124,"2008-01-09 03:25:40"
447,62347,121,0.0922705314009662,4,0.32753449310138,0.739130434782609,46,19,"2009-04-04 12:25:28"
136,55816,56,0.107692307692308,3,0.397894736842105,0.85,62,24,"2008-04-21 12:49:07"
0,155818,179,NA,0,NA,NA,1783,568,"2004-06-15 09:07:53"
231,257136,63,0.138528138528139,3,0.387096774193548,0.590909090909091,90,52,"2007-12-03 15:22:48"
55,118270,76,0.114035087719298,5,0.367924528301887,0.473684210526316,197,108,"2008-01-12 18:26:04"
4,205151,44,0.5,1,NA,0,25,21,"2009-06-30 21:31:10"
68,149483,54,0.0846153846153846,3,0.3,0.384615384615385,176,139,"2008-03-16 10:34:37"
2891,234803,20,0.327205882352941,3,0.638783269961977,0.882352941176471,60,5,"2008-06-19 12:32:17"
20,605430,8,0.55,2,0.642857142857143,1,39,20,"2009-08-31 12:05:05"
29,44967,44,0.218181818181818,4,0.629032258064516,0.636363636363636,99,18,"2009-02-21 15:30:15"
77,130127,56,0.323809523809524,4,0.71551724137931,0.8,1,1,"2007-08-30 12:21:02"
62,149483,51,0.0988142292490119,3,0.345323741007194,0.391304347826087,596,444,"2008-03-16 10:34:37"
114,154333,127,0.0765765765765766,4,0.455621301775148,0.72972972972973,168,66,"2007-10-28 18:26:03"
122,150177,57,0.202631578947368,4,0.526153846153846,0.75,294,5,"2006-07-07 07:28:25"
0,19991,333,NA,0,NA,NA,1148,277,"2004-01-16 14:43:20"
126,99901,53,0.3,4,0.564705882352941,0.727272727272727,5,2,"2009-05-21 17:56:10"
14,17955,5,0.666666666666667,2,0.75,1,13,6,"2009-11-01 12:48:02"
23,464629,128,0.128787878787879,2,0.714285714285714,0.333333333333333,493,21,"2008-02-16 11:52:15"
100,70224,114,0.072463768115942,3,0.343373493975904,0.416666666666667,775,88,"2006-12-22 11:51:04"
0,16459,442,NA,0,NA,NA,1085,355,"2004-01-08 10:20:41"
51,80799,39,0.198717948717949,3,0.548076923076923,0.615384615384615,138,20,"2007-11-12 15:15:05"
31,113677,159,0.0849673202614379,2,0.232558139534884,0.277777777777778,1344,153,"2005-08-08 12:04:35"
27,90285,116,0.0958333333333333,3,0.692307692307692,0.3125,674,78,"2007-07-15 23:06:38"
65,85517,30,0.19047619047619,2,0.423076923076923,0.6,78,27,"2009-05-08 12:48:26"
5,857770,5,0.5,1,NA,0,2,0,"2008-09-16 22:21:14"
121,336482,24,0.291666666666667,3,0.409090909090909,0.666666666666667,190,6,"2007-01-10 17:14:11"
85,301337,190,0.220588235294118,4,0.488888888888889,0.764705882352941,32,26,"2009-07-03 20:16:46"
42,116458,10,0.5,3,0.681818181818182,0.833333333333333,6,1,"2008-02-23 10:26:39"
49,137256,130,0.154166666666667,3,0.230769230769231,0.5625,104,74,"2006-11-21 19:12:35"
52,206820,86,0.238095238095238,4,0.681318681318681,0.733333333333333,941,431,"2004-05-07 21:11:09"
1,365424,2,0.5,1,NA,0,0,0,"2010-01-07 18:22:05"
20,102934,50,0.85,2,1,1,193,115,"2008-02-29 13:34:46"
113,241780,66,0.0887445887445887,3,0.4375,0.5,844,231,"2006-10-26 13:55:10"
0,52034,372,NA,0,NA,NA,528,152,"2004-02-10 06:47:37"
17,10271,249,0.464285714285714,2,0.904761904761905,1,435,130,"2008-01-12 17:46:02"
34,110497,69,0.131868131868132,3,0.25,0.5,352,180,"2006-10-23 20:42:38"
58,90825,60,0.236111111111111,3,0.461538461538462,0.555555555555556,42,8,"2006-06-25 08:18:20"
64,77836,209,0.071301247771836,6,0.663072776280323,0.676470588235294,489,247,"2007-07-08 22:00:39"
54,70106,116,0.115789473684211,4,0.518518518518518,0.5,514,187,"2006-09-07 16:39:46"
2,42038,10,0.5,1,NA,0,43,0,"2007-07-06 14:46:03"
2,96474,87,0.166666666666667,1,NA,0,139,75,"2009-04-17 19:53:56"
57,120291,88,0.216374269005848,3,0.654822335025381,0.789473684210526,508,14,"2008-04-16 06:13:06"
26,28060,5,0.5,1,NA,0,9,1,"2008-01-11 06:40:45"
32,83057,113,0.116666666666667,4,0.590909090909091,0.4375,23,8,"2009-04-17 18:11:29"
104,54591,25,0.0778985507246377,3,0.156626506024096,0.25,439,157,"2007-11-23 22:59:14"
36,381016,165,0.152380952380952,4,0.38135593220339,0.6,966,1,"2004-01-06 03:00:41"
29,149581,64,0.126373626373626,3,0.446808510638298,0.5,651,19,"2006-05-28 10:34:27"
29,178427,238,0.134210526315789,4,0.75531914893617,0.65,318,127,"2004-11-11 23:33:14"
79,64620,62,0.0887445887445887,3,0.272727272727273,0.363636363636364,258,127,"2008-12-01 14:15:22"
3,22674,91,0.333333333333333,2,0,0,309,192,"2007-01-04 12:51:03"
45,130276,94,0.185897435897436,3,0.40625,0.461538461538462,192,75,"2007-07-30 21:17:49"
0,45469,382,NA,0,NA,NA,216,87,"2004-01-03 20:04:53"
102,169637,39,0.263636363636364,4,0.493670886075949,0.727272727272727,56,24,"2004-05-13 17:52:22"
29,106610,96,0.136363636363636,2,0.266666666666667,0.333333333333333,238,20,"2007-07-30 10:46:25"
187,67115,78,0.0792682926829268,3,0.259701492537313,0.439024390243902,79,58,"2008-08-07 22:15:17"
86,153811,125,0.0643939393939394,6,0.331168831168831,0.424242424242424,417,24,"2008-02-27 05:04:11"
55,245992,165,0.0701149425287356,3,0.691489361702128,0.466666666666667,75,42,"2007-01-21 13:38:01"
11,610637,17,0.166666666666667,1,NA,0,221,41,"2008-04-12 07:11:04"
26,99959,596,0.319444444444444,2,0.842105263157895,0.666666666666667,783,259,"2004-09-27 04:41:32"
83,112438,47,0.071969696969697,4,0.220588235294118,0.424242424242424,259,56,"2008-08-16 16:52:18"
140,125427,78,0.0816091954022989,3,0.24,0.566666666666667,767,38,"2007-01-24 18:04:23"
2,167149,233,0.5,1,NA,0,329,181,"2007-10-16 11:44:36"
42,58951,22,0.272058823529412,3,0.645491803278688,0.941176470588235,94,26,"2008-05-26 15:28:06"
1,178930,11,0.5,1,NA,0,35,2,"2009-06-30 19:27:13"
172,424161,27,0.171052631578947,4,0.453947368421053,0.7,22,9,"2009-04-12 09:20:34"
0,36126,319,NA,0,NA,NA,1150,370,"2004-03-06 18:56:34"
58,97227,59,0.0596590909090909,4,0.259493670886076,0.333333333333333,431,115,"2008-02-09 10:34:21"
15,116796,43,0.133333333333333,2,0.428571428571429,0,325,122,"2008-01-07 09:10:40"
0,133716,31,NA,0,NA,NA,822,7,"2005-10-20 16:24:34"
118,191558,105,0.0698412698412698,3,0.267272727272727,0.527777777777778,1075,968,"2006-02-17 00:14:05"
0,54602,30,NA,0,NA,NA,269,14,"2008-01-24 04:51:04"
5,261870,18,0.166666666666667,1,NA,0,329,282,"2008-05-08 18:04:09"
21,127878,109,0.143939393939394,3,0.697674418604651,0.416666666666667,146,32,"2008-08-30 23:42:17"
85,129130,149,0.110526315789474,3,0.245614035087719,0.4,255,157,"2008-01-03 09:35:10"
17,97636,211,0.0714285714285714,2,0.631578947368421,0.285714285714286,489,110,"2007-10-15 21:25:36"
91,107235,143,0.115942028985507,5,0.368181818181818,0.666666666666667,277,33,"2004-11-11 23:33:14"
24,56444,111,0.428571428571429,2,1,0.75,4,0,"2009-07-04 02:21:07"
42,188091,29,0.430555555555556,3,0.801980198019802,0.888888888888889,88,47,"2009-05-17 10:58:27"
36,63918,92,0.0882352941176471,4,0.615384615384615,0.5,398,88,"2008-04-13 19:46:06"
40,278087,72,0.191666666666667,3,0.716981132075472,0.5625,897,10,"2004-11-11 23:33:14"
0,32954,317,NA,0,NA,NA,429,207,"2007-02-08 09:21:02"
0,54980,409,NA,0,NA,NA,588,252,"2004-01-06 13:27:51"
11,262224,16,0.233333333333333,2,0.3,0,87,29,"2006-08-07 07:45:48"
579,156998,58,0.137387387387387,3,0.354878048780488,0.756756756756757,188,115,"2008-02-23 19:29:24"
337,51347,227,0.0205479452054795,5,0.139371657754011,0.340136054421769,479,138,"2005-08-01 14:59:15"
24,258475,137,0.0686274509803922,2,0.103448275862069,0.166666666666667,400,221,"2008-02-14 01:01:32"
33,151902,30,0.30952380952381,3,0.461538461538462,0.428571428571429,138,28,"2008-05-09 10:28:01"
141,273783,143,0.0811051693404635,3,0.195548489666137,0.470588235294118,161,23,"2007-02-18 13:41:28"
86,28221,41,0.265151515151515,3,0.530973451327434,0.666666666666667,95,31,"2007-08-19 14:41:05"
7,38195,300,0.166666666666667,2,0,0,2005,445,"2004-02-07 02:11:11"
468,520004,11,0.269230769230769,3,0.475862068965517,0.692307692307692,7,1,"2009-03-01 12:26:17"
4,19038,306,0.2,1,1,0,289,161,"2007-10-22 16:26:04"
0,39237,397,NA,0,NA,NA,250,89,"2004-01-03 20:43:40"
43,82432,37,0.214285714285714,2,0.176470588235294,0,170,142,"2008-01-29 05:09:19"
41,71328,101,0.202631578947368,5,0.57243816254417,0.9,638,75,"2006-04-25 10:00:49"
53,70883,41,0.267857142857143,3,0.36,0.5,482,100,"2007-07-21 21:36:12"
8,40181,34,0.416666666666667,2,0.6,0,688,2,"2007-10-20 02:01:03"
24,63175,120,0.05,3,0.0697674418604651,0,508,502,"2007-09-29 01:58:45"
126,292800,124,0.144827586206897,3,0.404255319148936,0.8,100,0,"2007-06-26 18:38:38"
144,106277,225,0.101666666666667,3,0.574007220216607,0.52,784,326,"2006-10-01 08:45:13"
27,43182,49,0.513888888888889,2,0.728971962616822,0.888888888888889,16,10,"2006-10-22 14:10:49"
28,187817,195,0.0857142857142857,2,0.6,0.266666666666667,380,48,"2008-04-29 20:42:12"
11,77694,108,0.142857142857143,1,0.5,0,648,187,"2004-11-11 23:33:14"
117,179518,135,0.207792207792208,4,0.544464609800363,0.818181818181818,31,22,"2007-07-17 10:21:29"
52,62034,61,0.194444444444444,5,0.260869565217391,0.555555555555556,599,1,"2006-01-09 15:56:28"
0,68518,138,NA,0,NA,NA,346,17,"2004-02-16 03:31:29"
59,65585,48,0.0731225296442688,2,0.150627615062762,0.304347826086956,49,21,"2007-04-23 17:30:03"
36,43220,42,0.121794871794872,3,0.4,0.307692307692308,619,15,"2007-11-13 17:42:31"
75,46821,88,0.104166666666667,2,0.413793103448276,0.3125,461,55,"2008-03-13 19:50:54"
70,308328,153,0.110671936758893,5,0.540983606557377,0.391304347826087,831,484,"2006-09-23 16:20:37"
8,90189,48,0.166666666666667,1,NA,0,791,240,"2006-04-03 06:52:09"
217,586189,32,0.5,1,1,1,1502,40,"2004-05-22 23:17:27"
486,700387,100,0.0435951379149135,4,0.220179372197309,0.440860215053763,167,36,"2008-03-13 19:54:05"
13,78331,9,0.5,3,0.6,1,984,6,"2005-10-31 10:12:52"
39,241374,129,0.157608695652174,6,0.634920634920635,0.708333333333333,356,250,"2005-05-08 19:59:39"
24,176302,102,0.1,3,0.223880597014925,0.266666666666667,365,132,"2008-03-13 19:50:54"
159,196699,114,0.114583333333333,3,0.405927835051546,0.606060606060606,515,5,"2007-08-09 22:31:49"
17,98619,27,0.303571428571428,2,0.666666666666667,0.625,821,28,"2004-11-11 23:33:14"
13,48795,91,0.214285714285714,3,0.75,0.5,133,91,"2007-12-23 11:35:17"
17,386955,59,0.0888888888888889,2,0.75,0,8,0,"2008-03-05 23:43:06"
213,92384,58,0.226315789473684,3,0.581863979848867,0.7,15,12,"2006-12-05 16:03:56"
17,121287,60,0.138888888888889,2,0.461538461538462,0,550,161,"2007-08-09 22:31:49"
84,257221,82,0.0975609756097561,6,0.605967865340474,0.80952380952381,741,129,"2004-11-11 23:33:14"
16,83113,59,0.2,2,0.6,0,10,7,"2008-08-26 20:04:12"
39,219310,61,0.139705882352941,3,0.473684210526316,0.588235294117647,802,196,"2004-11-11 23:33:14"
9,275102,14,0.166666666666667,2,0.6,0,344,118,"2008-06-13 21:12:21"
33,300288,6,0.4,2,0.4,0.666666666666667,22,16,"2008-10-25 01:18:11"
22,98055,65,0.285714285714286,5,0.214285714285714,0.714285714285714,303,11,"2004-11-11 23:33:14"
156,143968,123,0.01428264604811,4,0.0237330037082818,0.144329896907216,325,93,"2008-03-27 05:32:07"
61,109930,163,0.108695652173913,3,0.434782608695652,0.541666666666667,285,208,"2006-04-03 09:13:38"
44,253094,129,0.166666666666667,5,0.700934579439252,0.5,406,93,"2007-08-09 22:31:49"
44,119353,53,0.290909090909091,3,0.769230769230769,0.909090909090909,59,1,"2004-11-11 23:33:14"
32,76399,13,0.159090909090909,2,0.155172413793103,0.416666666666667,331,20,"2007-03-04 22:41:33"
51,80098,51,0.252380952380952,3,0.560311284046693,0.8,13,8,"2006-02-22 03:32:57"
12,393724,159,0.125,1,1,0,711,206,"2007-07-20 02:38:55"
47,49866,77,0.10233918128655,4,0.495867768595041,0.578947368421053,298,34,"2004-11-11 23:33:14"
49,87445,160,0.0784615384615385,3,0.523809523809524,0.461538461538462,263,172,"2009-02-01 06:49:28"
117,71663,33,0.176190476190476,5,0.554347826086957,0.619047619047619,584,2,"2007-08-09 22:31:49"
1,412000,101,0.5,1,NA,0,1265,58,"2005-07-28 02:32:28"
1,95759,2,0.5,1,NA,0,109,4,"2008-07-31 13:33:33"
78,837212,96,0.0634469696969697,7,0.324324324324324,0.424242424242424,246,197,"2008-05-26 08:17:05"
42,1275886,88,0.205882352941176,3,0.644699140401146,0.722222222222222,829,4,"2004-11-11 23:33:14"
53,116318,191,0.1,4,0.598159509202454,0.44,366,133,"2007-05-24 18:42:50"
26,267431,178,0.236363636363636,2,0.825,0.545454545454545,677,118,"2007-08-09 22:31:49"
2,135244,45,0.5,1,NA,0,929,105,"2006-08-04 22:45:05"
297,170076,74,0.0729949874686717,5,0.382450331125828,0.701754385964912,216,119,"2008-07-01 15:44:15"
129,58500,125,0.0401639344262295,5,0.306204136090727,0.344262295081967,1071,191,"2006-03-10 02:03:27"
187,59001,24,0.169934640522876,4,0.336322869955157,0.611111111111111,6,1,"2008-08-04 06:46:22"
20,51474,28,0.416666666666667,2,0,0,422,7,"2007-08-09 22:31:49"
3,83088,40,0.5,1,1,0,257,83,"2008-01-22 00:34:49"
23,66606,46,0.166666666666667,2,0.833333333333333,0.4,408,17,"2008-04-02 15:02:17"
36,72618,33,0.2,3,0.295081967213115,0.545454545454545,840,4,"2006-05-24 07:46:42"
54,126299,120,0.0935960591133005,4,0.530487804878049,0.689655172413793,40,26,"2009-03-18 15:24:15"
39,117390,80,0.106617647058824,4,0.35,0.235294117647059,499,235,"2007-08-09 22:31:49"
39,278893,121,0.141025641025641,4,0.42,0.538461538461538,325,182,"2007-12-29 01:45:04"
25,155458,66,0.266666666666667,2,0.5625,0.5,607,35,"2004-11-11 23:33:14"
0,9493,15,NA,0,NA,NA,634,10,"2006-02-06 01:32:01"
11,496807,123,0.19047619047619,1,0.176470588235294,0,886,119,"2005-05-18 13:54:13"
49,183555,48,0.244444444444444,3,0.488372093023256,0.4,172,16,"2008-03-13 19:50:54"
34,146492,78,0.0710526315789474,3,0.163636363636364,0.25,1039,434,"2004-11-11 23:33:14"
2,40652,10,0.5,1,NA,0,29,5,"2009-05-30 21:45:52"
43,208391,44,0.0882352941176471,2,0.25,0.352941176470588,127,6,"2008-01-17 00:27:12"
112,896226,135,0.148221343873518,5,0.464088397790055,0.695652173913043,103,6,"2006-03-16 13:42:50"
95,111389,51,0.0822510822510823,2,0.268965517241379,0.272727272727273,635,11,"2008-02-10 03:31:31"
12,96345,258,0.122222222222222,2,0.833333333333333,0.4,400,12,"2007-08-09 22:31:49"
42,77745,130,0.179738562091503,3,0.626865671641791,0.611111111111111,623,36,"2007-09-19 21:07:35"
7,167404,58,0.25,1,1,0,1040,24,"2004-11-11 23:33:14"
2,172552,22,1,1,NA,0,701,283,"2007-12-01 02:34:23"
35,159796,30,0.166666666666667,2,0.461538461538462,0.4,415,5,"2005-06-12 18:28:32"
147,164550,188,0.0753623188405797,4,0.359903381642512,0.739130434782609,696,171,"2004-11-11 23:33:14"
41,69192,196,0.06,4,0.72972972972973,0.48,78,69,"2009-02-09 04:32:33"
78,246084,61,0.121428571428571,5,0.416988416988417,0.476190476190476,317,4,"2008-09-27 07:49:39"
64,152447,137,0.263736263736264,3,0.593220338983051,0.571428571428571,389,256,"2007-03-09 06:48:22"
61,194529,173,0.0740740740740741,5,0.389121338912134,0.392857142857143,510,125,"2004-11-11 23:33:14"
4,252231,40,0.5,2,0,0,111,27,"2008-04-30 20:57:08"
166,227979,205,0.104377104377104,4,0.332632685233841,0.963636363636364,426,132,"2004-07-17 00:45:18"
3,81602,34,NA,0,NA,NA,99,16,"2007-05-10 14:12:29"
4,68637,59,0.5,1,NA,0,5,3,"2006-10-18 05:12:06"
1,38063,1,NA,0,NA,NA,6,2,"2007-03-26 19:43:10"
84,113967,221,0.11231884057971,3,0.484962406015038,0.541666666666667,472,40,"2004-11-11 23:33:14"
4,52435,293,NA,0,NA,NA,894,316,"2004-01-03 23:34:48"
21,314721,67,0.128205128205128,4,0.576923076923077,0.461538461538462,690,252,"2006-03-30 16:17:42"
25,131769,81,0.21969696969697,2,0.837837837837838,0.583333333333333,275,88,"2006-05-03 17:01:09"
24,167262,60,0.154545454545455,2,0.72,0.454545454545454,90,87,"2009-01-25 00:48:18"
17,265319,203,0.2,3,0.84,0.727272727272727,22,5,"2009-07-14 16:04:03"
26,81724,78,0.277777777777778,3,0.545454545454545,0.777777777777778,40,7,"2008-05-28 19:08:15"
24,50493,8,0.2,2,0,0,167,33,"2009-06-18 09:05:11"
547,375493,4,0.5,1,NA,0,18,6,"2006-12-02 20:34:35"
56,95800,68,0.0883190883190883,5,0.34453781512605,0.444444444444444,199,1,"2008-03-13 19:50:54"
2,214225,96,0.166666666666667,1,NA,0,729,63,"2006-06-29 10:58:55"
42,231841,33,0.0676923076923077,3,0.209302325581395,0.307692307692308,371,21,"2007-08-09 22:31:49"
15,272110,230,0.261904761904762,3,0.428571428571429,0.428571428571429,152,113,"2007-08-25 18:09:14"
31,137299,195,0.152380952380952,4,0.629032258064516,0.6,312,148,"2008-03-29 03:35:06"
52,109459,78,0.202205882352941,3,0.683544303797468,0.647058823529412,514,95,"2006-07-23 17:24:30"
1,79786,13,NA,0,NA,NA,5,3,"2005-10-07 00:58:29"
100,119266,70,0.057057057057057,3,0.287822878228782,0.324324324324324,586,150,"2007-08-09 22:31:49"
138,93745,44,0.0533826638477801,3,0.163204747774481,0.363636363636364,383,13,"2006-03-31 06:00:41"
31,119262,102,0.10952380952381,2,0.385714285714286,0.466666666666667,270,98,"2008-02-05 01:37:51"
27,127091,15,0.410714285714286,3,0.857142857142857,0.75,15,9,"2008-01-09 10:03:48"
25,138213,29,0.155555555555556,2,0.3,0.3,589,5,"2007-08-09 22:31:49"
20,52102,117,0.0614035087719298,2,0.0193548387096774,0.157894736842105,194,17,"2004-11-11 23:33:14"
8,105641,123,1,1,NA,0,435,33,"2007-10-08 14:41:58"
38,987216,172,0.106060606060606,6,0.645739910313901,0.5,1081,218,"2006-02-16 09:41:52"
167,918652,88,0.108374384236453,3,0.383084577114428,0.482758620689655,399,39,"2004-11-11 23:33:14"
144,624200,245,0.0540372670807453,5,0.354564032697548,0.642857142857143,213,100,"2006-12-08 21:57:57"
168,58479,49,0.191798941798942,3,0.55762987012987,0.75,4,3,"2007-04-07 01:17:41"
35,101990,28,0.0606060606060606,2,0.0736196319018405,0.181818181818182,568,236,"2007-03-15 03:21:23"
0,12430,5,NA,0,NA,NA,3,0,"2005-03-18 05:37:56"
56,190392,43,0.133333333333333,4,0.417721518987342,0.466666666666667,11,4,"2004-01-01 02:11:52"
63,101406,57,0.209090909090909,2,0.610169491525424,0.454545454545454,38,6,"2005-02-14 15:54:36"
80,97912,152,0.0655913978494624,4,0.314285714285714,0.354838709677419,983,168,"2006-04-14 15:16:12"
33,136060,61,0.0824175824175824,4,0.125,0,96,0,"2006-03-15 06:36:59"
24,238604,20,0.1,2,0.12,0.266666666666667,33,20,"2007-12-07 06:25:09"
43,95821,92,0.0923913043478261,3,0.337748344370861,0.291666666666667,211,63,"2007-11-12 08:40:04"
2,171124,3,1,1,NA,0,715,3,"2007-02-09 20:16:34"
4,273055,40,0.5,1,1,0,87,83,"2008-05-03 18:54:08"
87,139938,111,0.066951566951567,3,0.145748987854251,0.37037037037037,62,45,"2008-01-21 11:19:35"
5,479598,126,0.166666666666667,1,NA,0,702,190,"2005-07-13 15:47:52"
11,189257,134,0.152777777777778,4,0.6,0.333333333333333,224,39,"2007-09-11 20:27:50"
517,182108,50,0.00275133550226935,3,0.000774119947848761,0.0284237726098191,61,6,"2007-04-30 17:44:01"
18,99730,169,0.109090909090909,2,0.529411764705882,0,432,179,"2007-07-23 19:26:45"
11,30716,17,0.125,2,0.25,0,65,13,"2008-04-14 23:16:08"
48,593862,25,0.378787878787879,3,0.692307692307692,0.833333333333333,80,1,"2008-01-13 23:08:50"
1,76839,78,NA,0,NA,NA,171,47,"2005-12-17 12:33:00"
104,352164,146,0.0512820512820513,3,0.196538936959209,0.3,933,24,"2005-09-21 11:39:53"
0,137020,64,NA,0,NA,NA,358,118,"2006-04-03 21:40:19"
71,88874,93,0.072463768115942,4,0.1875,0.291666666666667,430,96,"2004-11-11 23:33:14"
66,497741,64,0.194852941176471,3,0.543103448275862,0.764705882352941,589,81,"2007-03-14 12:53:59"
4,106878,23,NA,0,NA,NA,9,0,"2007-10-12 13:20:50"
8,29218,217,0.666666666666667,3,0.75,1,127,8,"2009-01-30 22:36:09"
0,475817,77,NA,0,NA,NA,684,2,"2004-09-25 11:22:37"
19,104446,29,0.10952380952381,2,0.260869565217391,0.333333333333333,60,13,"2008-10-02 00:00:10"
24,118128,29,0.227272727272727,3,0.6,0.583333333333333,101,12,"2009-06-07 21:05:57"
40,119643,64,0.2,3,0.653465346534653,0.666666666666667,130,24,"2008-03-04 21:04:05"
52,407314,90,0.158008658008658,4,0.585714285714286,0.590909090909091,93,63,"2009-01-08 00:52:11"
11,171302,21,0.196428571428571,3,0.375,0,113,63,"2007-12-02 14:20:03"
6,71933,74,0.1,1,NA,0,70,65,"2009-05-07 01:54:47"
3,118283,50,0.5,1,NA,0,30,21,"2008-04-18 01:03:05"
238,134782,45,0.12753036437247,4,0.465547191661841,0.641025641025641,24,12,"2009-10-27 20:56:39"
16,193801,125,0.267857142857143,3,0.66,0.625,336,68,"2008-01-21 11:14:14"
108,402606,112,0.135714285714286,4,0.333333333333333,0.523809523809524,230,42,"2007-06-10 00:19:54"
8,406336,31,0.366666666666667,3,0.652173913043478,0.833333333333333,6,0,"2009-08-16 05:34:27"
16,248536,204,0.244444444444444,2,0.9,0.7,434,124,"2006-06-09 16:42:59"
103,154762,122,0.0411010558069382,4,0.190697674418605,0.269230769230769,552,255,"2007-06-16 16:06:17"
1,2560294,20,0.5,1,NA,0,264,27,"2008-03-13 19:50:54"
1,475187,27,NA,0,NA,NA,140,105,"2007-04-10 22:16:01"
3,897742,92,0.666666666666667,2,1,0,612,184,"2007-06-25 12:21:19"
181,155976,55,0.272727272727273,3,0.652314316469322,0.863636363636364,1056,19,"2006-03-16 20:50:54"
65,205292,91,0.111111111111111,7,0.556985294117647,0.5,258,19,"2008-11-28 13:56:15"
12,609578,65,0.166666666666667,2,0.6,0,611,199,"2007-07-01 00:39:48"
68,262145,55,0.126373626373626,3,0.382978723404255,0.357142857142857,897,14,"2006-03-05 14:15:31"
84,155605,61,0.225274725274725,3,0.463087248322148,0.642857142857143,931,22,"2004-11-11 23:33:14"
38,184830,199,0.0778985507246377,4,0.669064748201439,0.458333333333333,285,95,"2008-12-27 06:35:12"
30,321713,225,0.119047619047619,4,0.526315789473684,0.466666666666667,483,284,"2007-07-08 23:16:03"
19,410297,138,0.25,3,0.473684210526316,0.375,33,33,"2006-02-12 01:47:52"
16,207322,53,0.136363636363636,3,0.333333333333333,0.545454545454545,10,7,"2007-08-07 17:13:40"
82,144789,127,0.0404208194905869,3,0.0956429330499469,0.162790697674419,104,26,"2006-09-15 16:55:42"
87,213757,106,0.0666666666666667,3,0.518987341772152,0.548387096774194,638,190,"2007-12-28 02:57:28"
191,127873,31,0.0852272727272727,2,0.245901639344262,0.333333333333333,360,86,"2008-01-01 00:09:24"
37,129325,33,0.3,2,0.631578947368421,0.666666666666667,74,61,"2009-04-14 23:03:10"
39,242135,61,0.133986928104575,4,0.323076923076923,0.5,372,19,"2007-10-19 23:13:08"
89,281627,72,0.111111111111111,4,0.51219512195122,0.702702702702703,15,10,"2006-08-27 09:41:00"
111,227234,60,0.108695652173913,4,0.265243902439024,0.458333333333333,408,64,"2007-05-15 04:50:23"
8,273115,66,0.142857142857143,4,0.214285714285714,0,427,24,"2007-03-30 16:48:46"
55,136474,51,0.0908045977011494,3,0.314785373608903,0.433333333333333,367,103,"2007-10-12 13:35:05"
42,342035,25,0.0964912280701754,3,0.305732484076433,0.368421052631579,10,5,"2008-12-04 03:52:22"
20,1408854,112,0.108974358974359,4,0.529411764705882,0,926,277,"2006-04-02 16:03:25"
15,454268,213,0.172727272727273,2,0.845070422535211,0.545454545454545,477,96,"2007-11-02 01:31:45"
80,447532,36,0.104761904761905,3,0.237885462555066,0.380952380952381,247,10,"2008-10-04 06:55:31"
29,214660,188,0.195238095238095,3,0.695364238410596,0.666666666666667,1100,437,"2004-09-14 16:03:45"
29,370021,14,0.158088235294118,3,0.5625,0.470588235294118,30,16,"2008-12-14 21:10:15"
